Subject,Business Scenario,Environment,Test Phase,Test Type,Test Case Description,Test Objective,Pre - Condition,Test Data,Description (design steps),Expected Result,Actual Result,Priority
"Functional,Testing\OOB\0094","Modify,accounts,according,to,predefined,parameters,and,user,profiles",T24Qa1,"Functional,Testing",Positive,"Validate,that,personal,account,are,modifiable","Validate,modification,of,account,according,to,set,parameters","CIF,Arrangement","CIF,ID
AA,ID","Account,version,enquiry","System,should,generate,report,for,unclaimed,account",0,0
"Functional,Testing\OOB\0094","Modify,accounts,according,to,predefined,parameters,and,user,profiles",T24Qa1,"Functional,Testing",Positive,"Validate,that,personal,account,are,modifiable,according,to,user,profile","Validate,modification,of,account,according,to,user,profile","CIF,Arrangement,,SMS","CIF,ID
AA,ID
User,ID","Open,update,Arrangement","System,should,generate,report,for,unclaimed,account",0,0
"Functional,Testing\OOB\0094","Modify,accounts,according,to,predefined,parameters,and,user,profiles",T24Qa1,"Functional,Testing",Positive,"Validate,that,nonpersonal,account,are,modifiable","Validate,modification,of,account,according,to,set,parameters","CIF,Arrangement","CIF,ID
AA,ID","Open,update,Arrangement","System,should,generate,report,for,unclaimed,account",0,0
"Functional,Testing\OOB\0094","Modify,accounts,according,to,predefined,parameters,and,user,profiles",T24Qa1,"Functional,Testing",Positive,"Validate,that,nonpersonal,account,are,modifiable,according,to,user,profile","Validate,modification,of,account,according,to,user,profile","CIF,Arrangement,,SMS","CIF,ID
AA,ID
User,ID","Open,update,Arrangement","System,should,generate,report,for,unclaimed,account",0,0
"Functional,Testing\OOB\0095","Allow,reactivation,of,inactive,accounts,based,on,predefined,business,rules",T24Qa1,"Functional,Testing",Negative,"Verify,if,inactive,accounts,can,be,activated,by,system,initiated,activitycharge,fee","Ensure,system,initiated,activity,do,not,reactivate,account","CIF,Arrangement","CIF,ID
AA,ID","Inactivity,EnquiryAccount,Version","System,should,not,allow,reactivation",0,0
"Functional,Testing\OOB\0095","Allow,reactivation,of,inactive,accounts,based,on,predefined,business,rules",T24Qa1,"Functional,Testing",Negative,"Verify,if,inactive,accounts,can,be,activated,by,customer,initiated,activitypay,check,without,warning","Ensure,customer,initiated,activity,do,not,reactivate,account,without,warning","CIF,Arrangement,Account,reactivation,rule","CIF,ID
AA,ID","Inactivity,EnquiryAccount,Version","System,should,not,reactivate,account",0,0
"Functional,Testing\OOB\0095","Allow,reactivation,of,inactive,accounts,based,on,predefined,business,rules",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Ensure,user,initiated,activity,reactivate,account,according,to,predefined,rule","CIF,Arrangement,Account,reactivation,rule","CIF,ID
AA,ID","Inactivity,EnquiryAccount,Version","System,should,reactivate,account",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Dr,Restriction","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Navigate,to,Customer,restriction,Version","System,should,allow,to,mark,Dr,restriction,on,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Dr,Restriction","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Input,required,data,and,select,Dr,restriction","System,should,allow,to,mark,Dr,restriction,on,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Cr,Restriction","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Navigate,to,Customer,restriction,Version","System,should,allow,to,mark,Dr,restriction,on,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Cr,Restriction","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Input,required,data,and,select,Cr,restriction","System,should,allow,to,mark,Dr,restriction,on,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,All,Tran","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Navigate,to,Customer,restriction,Version","System,should,allow,to,mark,complete,restriction,on,transaction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,All,Tran","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Input,required,data,and,select,All,restriction","System,should,allow,to,mark,complete,restriction,on,transaction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Decease,Test,as,per,Requirement,","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Navigate,to,Customer,restriction,Version","System,should,allow,to,mark,decease,restriction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Decease,Test,as,per,Requirement,","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Input,required,data,and,select,All,restriction","System,should,allow,to,mark,decease,restriction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Multiple,conditions,MultiValue","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Navigate,to,Customer,restriction,Version","System,should,allow,to,mark,complete,restriction,on,transaction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,Posting,Restrict,on,Customer,CIF,level,Multiple,conditions,MultiValue","CIF,Created
Multiple,AA,Arrangements,under,one,CIF,
Balance,in,Account","CIF,No
Type,of,restriction","Input,required,data,and,select,Multiple,restrictions,from,MultiValue","System,should,allow,to,mark,complete,restriction,on,transaction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,posting,restriction,on,one,CIF,which,have,joint,account,with,other,CIF,Two,CIF,have,One,account","Arrangement,with,Two,CIF,Joint
One,CIF,have,restriction","CIF,No
Account,No,
Type,of,restriction","Navigate,to,Customer,restriction,Version","System,should,allow,to,mark,complete,restriction,on,transaction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Set,posting,restriction,on,one,CIF,which,have,joint,account,with,other,CIF,Two,CIF,have,One,account","Arrangement,with,Two,CIF,Joint
One,CIF,have,restriction","CIF,No
Account,No,
Type,of,restriction","Input,required,data,and,select,All,restriction","System,should,allow,to,mark,complete,restriction,on,transaction,CIF,level",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Dr,Transaction,are,not,allowed","AA,Arrangement,Available","Account,Number,Check,all,Accounts,related,to,restricted,CIF","Use,FT,and,input,required,information","System,should,not,allow,to,Dr,customer,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Dr,Transaction,are,not,allowed","AA,Arrangement,Available","Account,Number,Check,all,Accounts,related,to,restricted,CIF",Validate,"System,should,not,allow,to,Dr,customer,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Cr,Transaction,are,not,allowed","AA,Arrangement,Available","Account,Number,Check,all,Accounts,related,to,restricted,CIF","Use,FT,and,input,required,information","System,should,not,allow,to,Cr,customer,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,Cr,Transaction,are,not,allowed","AA,Arrangement,Available","Account,Number,Check,all,Accounts,related,to,restricted,CIF",Validate,"System,should,not,allow,to,Cr,customer,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,NO,Transaction,are,allowed,if,mark,ALL","AA,Arrangement,Available","Account,Number,Check,all,Accounts,related,to,restricted,CIF","Use,FT,and,input,required,information","System,should,not,allow,any,transaction,,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,NO,Transaction,are,allowed,if,mark,ALL","AA,Arrangement,Available","Account,Number,Check,all,Accounts,related,to,restricted,CIF",Validate,"System,should,not,allow,any,transaction,,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,transaction,are,not,allowed,as,per,restriction,mark,Two,CIF,one,Account,Case","AA,Arrangement,Available,with,Two,CIF,Ref:,case,no,OOB_0096_06","Account,no,","Use,FT,and,input,required,information","System,should,not,allow,any,transaction,,error/override,expected,as,one,CIF,have,restriction",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,transaction,are,not,allowed,as,per,restriction,mark,Two,CIF,one,Account,Case","AA,Arrangement,Available,with,Two,CIF,Ref:,case,no,OOB_0096_06","Account,no,",Validate,"System,should,not,allow,any,transaction,,error/override,expected,as,one,CIF,have,restriction",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,transaction,from,Inward,Clearing,manual,/,file,","AA,Arrangement,Available,
Valid,Chq,number","Account,Number
Chq,Number","Use,Clearing,Files,as,input","System,should,not,allow,any,transaction",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,transaction,from,ATM","AA,Arrangement,Available,and,account,is,authorize,for,ATM,transaction","ATM,Card,Info","Use,ATM,Interface","System,should,not,allow,any,transaction,,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,transaction,from,PAP,instruction","PAP,is,available
Customer,is,Marked,for,restriction","ATM,Card,Info","Use,already,configure,PAP","System,should,not,allow,any,transaction,,error/override,expected",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,transaction,from,POS","Customer,have,Debit,Card,
Customer,is,Marked,for,restriction","Debit,Card","Use,POS,for,customer,debit","System,should,not,allow,any,transaction",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,NO,loan,installment,is,Dr","Account,linked,as,repayment,account","Account,Number","Use,already,configure,account,for,repayment,and,on,due,date,of,installment,recovery,check,the,transaction","System,should,not,allow,the,transaction",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,No,Charges,is,recovered","Account,is,eligible,for,fees,/,charges","Account,Number","Verify,on,after,month,end,COB,that,no,fee,or,charges,is,recovered","System,should,not,allow,to,recover,fees,/,charges",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Validate,No,interest,is,recovered,/,paid","Accrued,interest,is,available","Account,Number","Verify,after,month,end,COB,that,No,interest,is,paid,/,recover","System,should,not,allow,to,pay,/,recover,interest",0,0
"Functional,Testing\OOB\0096","Manage,account,and,client,restrictions",T24Qa1,"Functional,Testing",Positive,"Verify,if,inactive,accounts,can,be,activated,after,user,initiated,activity,reactivation","Remove,Posting,Restrict,on,Customer,level","Customer,No
Customer,already,Marked,for,restriction","Customer,No","Navigate,to,Customer,restriction,Version","System,should,allow,to,remove,restriction",0,0
